country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,new_age,sex_numeric,gdp_billion,Category
Denmark,1995,male,25-34 years,108,413900,26.09,185006961302.0,37841,Generation X,2,1,185.006961302,Rest of the World
Denmark,1995,female,55-74 years,102,498300,20.47,185006961302.0,37841,Silent,4,0,185.006961302,Rest of the World
Denmark,1995,female,35-54 years,108,739000,14.61,185006961302.0,37841,Boomers,3,0,185.006961302,Rest of the World
Denmark,1995,male,15-24 years,47,355700,13.21,185006961302.0,37841,Generation X,1,1,185.006961302,Rest of the World
Denmark,1995,female,25-34 years,18,393200,4.58,185006961302.0,37841,Generation X,2,0,185.006961302,Rest of the World
Denmark,1995,female,15-24 years,8,341800,2.34,185006961302.0,37841,Generation X,1,0,185.006961302,Rest of the World
Denmark,1995,male,5-14 years,1,291000,0.34,185006961302.0,37841,Millennials,0,1,185.006961302,Rest of the World
Denmark,1995,female,5-14 years,0,277500,0.0,185006961302.0,37841,Millennials,0,0,185.006961302,Rest of the World
Denmark,1996,male,75+ years,95,134200,70.79,187632400366.0,38158,G.I. Generation,5,1,187.632400366,Rest of the World
Denmark,1996,male,55-74 years,170,452400,37.58,187632400366.0,38158,Silent,4,1,187.632400366,Rest of the World
Denmark,1996,male,35-54 years,236,771800,30.58,187632400366.0,38158,Boomers,3,1,187.632400366,Rest of the World
Denmark,1996,female,75+ years,47,234200,20.07,187632400366.0,38158,G.I. Generation,5,0,187.632400366,Rest of the World
Denmark,1996,male,25-34 years,83,416000,19.95,187632400366.0,38158,Generation X,2,1,187.632400366,Rest of the World
Denmark,1996,female,35-54 years,115,747600,15.38,187632400366.0,38158,Boomers,3,0,187.632400366,Rest of the World
Denmark,1996,female,55-74 years,71,498500,14.24,187632400366.0,38158,Silent,4,0,187.632400366,Rest of the World
Denmark,1996,male,15-24 years,46,348400,13.2,187632400366.0,38158,Generation X,1,1,187.632400366,Rest of the World
Denmark,1996,female,25-34 years,20,395400,5.06,187632400366.0,38158,Generation X,2,0,187.632400366,Rest of the World
Denmark,1996,female,15-24 years,8,335700,2.38,187632400366.0,38158,Generation X,1,0,187.632400366,Rest of the World
Denmark,1996,male,5-14 years,1,298600,0.33,187632400366.0,38158,Millennials,0,1,187.632400366,Rest of the World
Denmark,1996,female,5-14 years,0,284500,0.0,187632400366.0,38158,Millennials,0,0,187.632400366,Rest of the World
Denmark,1997,male,75+ years,94,135400,69.42,173537588008.0,35148,G.I. Generation,5,1,173.537588008,Rest of the World
Denmark,1997,male,55-74 years,148,458400,32.29,173537588008.0,35148,Silent,4,1,173.537588008,Rest of the World
Denmark,1997,male,35-54 years,191,777200,24.58,173537588008.0,35148,Boomers,3,1,173.537588008,Rest of the World
Denmark,1997,female,75+ years,46,236400,19.46,173537588008.0,35148,G.I. Generation,5,0,173.537588008,Rest of the World
Denmark,1997,male,25-34 years,79,417200,18.94,173537588008.0,35148,Generation X,2,1,173.537588008,Rest of the World
Denmark,1997,female,55-74 years,88,501000,17.56,173537588008.0,35148,Silent,4,0,173.537588008,Rest of the World
Denmark,1997,male,15-24 years,45,337600,13.33,173537588008.0,35148,Generation X,1,1,173.537588008,Rest of the World
Denmark,1997,female,35-54 years,84,753500,11.15,173537588008.0,35148,Boomers,3,0,173.537588008,Rest of the World
Denmark,1997,female,25-34 years,22,397100,5.54,173537588008.0,35148,Generation X,2,0,173.537588008,Rest of the World
Denmark,1997,female,15-24 years,17,326300,5.21,173537588008.0,35148,Generation X,1,0,173.537588008,Rest of the World
Denmark,1997,male,5-14 years,3,306200,0.98,173537588008.0,35148,Millennials,0,1,173.537588008,Rest of the World
Denmark,1997,female,5-14 years,0,291000,0.0,173537588008.0,35148,Millennials,0,0,173.537588008,Rest of the World
Denmark,1998,male,75+ years,74,136600,54.17,176992000955.0,35710,G.I. Generation,5,1,176.992000955,Rest of the World
Denmark,1998,male,35-54 years,235,780300,30.12,176992000955.0,35710,Boomers,3,1,176.992000955,Rest of the World
Denmark,1998,male,55-74 years,118,467900,25.22,176992000955.0,35710,Silent,4,1,176.992000955,Rest of the World
Denmark,1998,male,25-34 years,84,414200,20.28,176992000955.0,35710,Generation X,2,1,176.992000955,Rest of the World
Denmark,1998,female,75+ years,38,237600,15.99,176992000955.0,35710,G.I. Generation,5,0,176.992000955,Rest of the World
Denmark,1998,female,55-74 years,74,507800,14.57,176992000955.0,35710,Silent,4,0,176.992000955,Rest of the World
Denmark,1998,female,35-54 years,79,756900,10.44,176992000955.0,35710,Boomers,3,0,176.992000955,Rest of the World
Denmark,1998,male,15-24 years,34,327800,10.37,176992000955.0,35710,Generation X,1,1,176.992000955,Rest of the World
Denmark,1998,female,25-34 years,16,396400,4.04,176992000955.0,35710,Generation X,2,0,176.992000955,Rest of the World
Denmark,1998,female,15-24 years,9,316600,2.84,176992000955.0,35710,Generation X,1,0,176.992000955,Rest of the World
Denmark,1998,male,5-14 years,2,314900,0.64,176992000955.0,35710,Millennials,0,1,176.992000955,Rest of the World
Denmark,1998,female,5-14 years,0,299400,0.0,176992000955.0,35710,Millennials,0,0,176.992000955,Rest of the World
Denmark,1999,male,75+ years,64,137353,46.6,177965224621.0,35763,G.I. Generation,5,1,177.965224621,Rest of the World
Denmark,1999,male,55-74 years,151,480316,31.44,177965224621.0,35763,Silent,4,1,177.965224621,Rest of the World
Denmark,1999,male,35-54 years,214,783204,27.32,177965224621.0,35763,Boomers,3,1,177.965224621,Rest of the World
Denmark,1999,male,25-34 years,91,408827,22.26,177965224621.0,35763,Generation X,2,1,177.965224621,Rest of the World
Denmark,1999,female,55-74 years,71,516749,13.74,177965224621.0,35763,Silent,4,0,177.965224621,Rest of the World
Denmark,1999,male,15-24 years,40,319101,12.54,177965224621.0,35763,Generation X,1,1,177.965224621,Rest of the World
Denmark,1999,female,75+ years,26,238400,10.91,177965224621.0,35763,G.I. Generation,5,0,177.965224621,Rest of the World
Denmark,1999,female,35-54 years,74,759458,9.74,177965224621.0,35763,Boomers,3,0,177.965224621,Rest of the World
Denmark,1999,female,25-34 years,21,392951,5.34,177965224621.0,35763,Generation X,2,0,177.965224621,Rest of the World
Denmark,1999,female,15-24 years,7,308800,2.27,177965224621.0,35763,Generation X,1,0,177.965224621,Rest of the World
Denmark,1999,male,5-14 years,3,323638,0.93,177965224621.0,35763,Millennials,0,1,177.965224621,Rest of the World
Denmark,1999,female,5-14 years,0,307403,0.0,177965224621.0,35763,Millennials,0,0,177.965224621,Rest of the World
Denmark,2000,male,75+ years,72,138454,52.0,164158800460.0,32841,G.I. Generation,5,1,164.15880046,Rest of the World
Denmark,2000,male,55-74 years,142,495321,28.67,164158800460.0,32841,Silent,4,1,164.15880046,Rest of the World
Denmark,2000,male,35-54 years,218,783883,27.81,164158800460.0,32841,Boomers,3,1,164.15880046,Rest of the World
Denmark,2000,female,75+ years,42,239483,17.54,164158800460.0,32841,G.I. Generation,5,0,164.15880046,Rest of the World
Denmark,2000,male,25-34 years,61,403105,15.13,164158800460.0,32841,Generation X,2,1,164.15880046,Rest of the World
Denmark,2000,male,15-24 years,39,310470,12.56,164158800460.0,32841,Generation X,1,1,164.15880046,Rest of the World
Denmark,2000,female,55-74 years,54,528095,10.23,164158800460.0,32841,Silent,4,0,164.15880046,Rest of the World
Denmark,2000,female,35-54 years,74,760859,9.73,164158800460.0,32841,Boomers,3,0,164.15880046,Rest of the World
Denmark,2000,female,25-34 years,16,389550,4.11,164158800460.0,32841,Generation X,2,0,164.15880046,Rest of the World
Denmark,2000,female,15-24 years,9,300690,2.99,164158800460.0,32841,Generation X,1,0,164.15880046,Rest of the World
Denmark,2000,male,5-14 years,1,332762,0.3,164158800460.0,32841,Millennials,0,1,164.15880046,Rest of the World
Denmark,2000,female,5-14 years,0,315938,0.0,164158800460.0,32841,Millennials,0,0,164.15880046,Rest of the World
Denmark,2001,male,75+ years,82,139637,58.72,164791416350.0,32837,Silent,5,1,164.79141635,Rest of the World
Denmark,2001,male,35-54 years,204,783604,26.03,164791416350.0,32837,Boomers,3,1,164.79141635,Rest of the World
Denmark,2001,male,55-74 years,123,512361,24.01,164791416350.0,32837,Silent,4,1,164.79141635,Rest of the World
Denmark,2001,female,75+ years,48,239716,20.02,164791416350.0,32837,Silent,5,0,164.79141635,Rest of the World
Denmark,2001,female,55-74 years,83,541963,15.31,164791416350.0,32837,Silent,4,0,164.79141635,Rest of the World
Denmark,2001,male,25-34 years,58,394591,14.7,164791416350.0,32837,Generation X,2,1,164.79141635,Rest of the World
Denmark,2001,male,15-24 years,38,304335,12.49,164791416350.0,32837,Millennials,1,1,164.79141635,Rest of the World
Denmark,2001,female,35-54 years,73,761705,9.58,164791416350.0,32837,Boomers,3,0,164.79141635,Rest of the World
Denmark,2001,female,15-24 years,7,294773,2.37,164791416350.0,32837,Millennials,1,0,164.79141635,Rest of the World
Denmark,2001,female,25-34 years,9,383262,2.35,164791416350.0,32837,Generation X,2,0,164.79141635,Rest of the World
Denmark,2001,male,5-14 years,2,340220,0.59,164791416350.0,32837,Millennials,0,1,164.79141635,Rest of the World
Denmark,2001,female,5-14 years,0,322284,0.0,164791416350.0,32837,Millennials,0,0,164.79141635,Rest of the World
Denmark,2002,male,75+ years,77,140549,54.79,178635160297.0,35435,Silent,5,1,178.635160297,Rest of the World
Denmark,2002,male,55-74 years,140,528640,26.48,178635160297.0,35435,Silent,4,1,178.635160297,Rest of the World
Denmark,2002,male,35-54 years,182,784825,23.19,178635160297.0,35435,Boomers,3,1,178.635160297,Rest of the World
Denmark,2002,female,75+ years,42,239014,17.57,178635160297.0,35435,Silent,5,0,178.635160297,Rest of the World
Denmark,2002,male,25-34 years,64,383869,16.67,178635160297.0,35435,Generation X,2,1,178.635160297,Rest of the World
Denmark,2002,male,15-24 years,40,302190,13.24,178635160297.0,35435,Millennials,1,1,178.635160297,Rest of the World
Denmark,2002,female,55-74 years,63,556057,11.33,178635160297.0,35435,Silent,4,0,178.635160297,Rest of the World
Denmark,2002,female,35-54 years,63,762841,8.26,178635160297.0,35435,Boomers,3,0,178.635160297,Rest of the World
Denmark,2002,female,25-34 years,11,374887,2.93,178635160297.0,35435,Generation X,2,0,178.635160297,Rest of the World
Denmark,2002,female,15-24 years,6,292727,2.05,178635160297.0,35435,Millennials,1,0,178.635160297,Rest of the World
Denmark,2002,female,5-14 years,0,328734,0.0,178635160297.0,35435,Millennials,0,0,178.635160297,Rest of the World
Denmark,2002,male,5-14 years,0,346889,0.0,178635160297.0,35435,Millennials,0,1,178.635160297,Rest of the World
Denmark,2003,male,75+ years,73,141062,51.75,218095997085.0,43129,Silent,5,1,218.095997085,Rest of the World
Denmark,2003,male,35-54 years,206,784047,26.27,218095997085.0,43129,Boomers,3,1,218.095997085,Rest of the World
Denmark,2003,male,55-74 years,129,542296,23.79,218095997085.0,43129,Silent,4,1,218.095997085,Rest of the World
Denmark,2003,male,25-34 years,48,376343,12.75,218095997085.0,43129,Generation X,2,1,218.095997085,Rest of the World
Denmark,2003,female,75+ years,26,237848,10.93,218095997085.0,43129,Silent,5,0,218.095997085,Rest of the World
Denmark,2003,female,55-74 years,59,567852,10.39,218095997085.0,43129,Silent,4,0,218.095997085,Rest of the World
Denmark,2003,male,15-24 years,24,300836,7.98,218095997085.0,43129,Millennials,1,1,218.095997085,Rest of the World
Denmark,2003,female,35-54 years,43,763110,5.63,218095997085.0,43129,Boomers,3,0,218.095997085,Rest of the World
Denmark,2003,female,25-34 years,19,369080,5.15,218095997085.0,43129,Generation X,2,0,218.095997085,Rest of the World
Denmark,2003,female,15-24 years,6,290582,2.06,218095997085.0,43129,Millennials,1,0,218.095997085,Rest of the World
Denmark,2003,female,5-14 years,0,332848,0.0,218095997085.0,43129,Millennials,0,0,218.095997085,Rest of the World
Denmark,2003,male,5-14 years,0,350879,0.0,218095997085.0,43129,Millennials,0,1,218.095997085,Rest of the World
Denmark,2004,male,75+ years,69,142305,48.49,251373036671.0,49552,Silent,5,1,251.373036671,Rest of the World
Denmark,2004,male,35-54 years,180,782832,22.99,251373036671.0,49552,Boomers,3,1,251.373036671,Rest of the World
Denmark,2004,male,55-74 years,125,553556,22.58,251373036671.0,49552,Silent,4,1,251.373036671,Rest of the World
Denmark,2004,male,25-34 years,60,369973,16.22,251373036671.0,49552,Generation X,2,1,251.373036671,Rest of the World
Denmark,2004,female,55-74 years,66,578536,11.41,251373036671.0,49552,Silent,4,0,251.373036671,Rest of the World
Denmark,2004,male,15-24 years,33,301933,10.93,251373036671.0,49552,Millennials,1,1,251.373036671,Rest of the World
Denmark,2004,female,75+ years,23,237260,9.69,251373036671.0,49552,Silent,5,0,251.373036671,Rest of the World
Denmark,2004,female,35-54 years,71,762293,9.31,251373036671.0,49552,Boomers,3,0,251.373036671,Rest of the World
Denmark,2004,female,25-34 years,19,364710,5.21,251373036671.0,49552,Generation X,2,0,251.373036671,Rest of the World
Denmark,2004,female,15-24 years,11,290626,3.78,251373036671.0,49552,Millennials,1,0,251.373036671,Rest of the World
Denmark,2004,female,5-14 years,2,335587,0.6,251373036671.0,49552,Millennials,0,0,251.373036671,Rest of the World
Denmark,2004,male,5-14 years,2,353316,0.57,251373036671.0,49552,Millennials,0,1,251.373036671,Rest of the World
Denmark,2005,male,75+ years,83,143327,57.91,264467308109.0,51960,Silent,5,1,264.467308109,Rest of the World
Denmark,2005,male,55-74 years,139,564794,24.61,264467308109.0,51960,Silent,4,1,264.467308109,Rest of the World
Denmark,2005,male,35-54 years,158,781448,20.22,264467308109.0,51960,Boomers,3,1,264.467308109,Rest of the World
Denmark,2005,female,75+ years,38,236734,16.05,264467308109.0,51960,Silent,5,0,264.467308109,Rest of the World
Denmark,2005,male,25-34 years,53,364110,14.56,264467308109.0,51960,Generation X,2,1,264.467308109,Rest of the World
Denmark,2005,female,55-74 years,61,588430,10.37,264467308109.0,51960,Silent,4,0,264.467308109,Rest of the World
Denmark,2005,female,35-54 years,58,762175,7.61,264467308109.0,51960,Boomers,3,0,264.467308109,Rest of the World
Denmark,2005,male,15-24 years,21,305232,6.88,264467308109.0,51960,Millennials,1,1,264.467308109,Rest of the World
Denmark,2005,female,25-34 years,10,360100,2.78,264467308109.0,51960,Generation X,2,0,264.467308109,Rest of the World
Denmark,2005,female,15-24 years,7,292929,2.39,264467308109.0,51960,Millennials,1,0,264.467308109,Rest of the World
Denmark,2005,male,5-14 years,3,354025,0.85,264467308109.0,51960,Millennials,0,1,264.467308109,Rest of the World
Denmark,2005,female,5-14 years,0,336548,0.0,264467308109.0,51960,Millennials,0,0,264.467308109,Rest of the World
Denmark,2006,male,75+ years,79,144928,54.51,282884912894.0,55354,Silent,5,1,282.884912894,Rest of the World
Denmark,2006,male,55-74 years,155,575056,26.95,282884912894.0,55354,Silent,4,1,282.884912894,Rest of the World
Denmark,2006,male,35-54 years,161,782816,20.57,282884912894.0,55354,Boomers,3,1,282.884912894,Rest of the World
Denmark,2006,male,25-34 years,52,355908,14.61,282884912894.0,55354,Generation X,2,1,282.884912894,Rest of the World
Denmark,2006,female,55-74 years,71,597984,11.87,282884912894.0,55354,Silent,4,0,282.884912894,Rest of the World
Denmark,2006,female,75+ years,25,236472,10.57,282884912894.0,55354,Silent,5,0,282.884912894,Rest of the World
Denmark,2006,male,15-24 years,24,312053,7.69,282884912894.0,55354,Millennials,1,1,282.884912894,Rest of the World
Denmark,2006,female,35-54 years,57,763418,7.47,282884912894.0,55354,Boomers,3,0,282.884912894,Rest of the World
Denmark,2006,female,25-34 years,15,353444,4.24,282884912894.0,55354,Generation X,2,0,282.884912894,Rest of the World
Denmark,2006,female,15-24 years,9,298500,3.02,282884912894.0,55354,Millennials,1,0,282.884912894,Rest of the World
Denmark,2006,female,5-14 years,1,336170,0.3,282884912894.0,55354,Millennials,0,0,282.884912894,Rest of the World
Denmark,2006,male,5-14 years,1,353711,0.28,282884912894.0,55354,Millennials,0,1,282.884912894,Rest of the World
Denmark,2007,male,75+ years,59,146309,40.33,319423370134.0,62229,Silent,5,1,319.423370134,Rest of the World
Denmark,2007,male,55-74 years,124,584457,21.22,319423370134.0,62229,Silent,4,1,319.423370134,Rest of the World
Denmark,2007,male,35-54 years,145,786990,18.42,319423370134.0,62229,Boomers,3,1,319.423370134,Rest of the World
Denmark,2007,male,25-34 years,56,347246,16.13,319423370134.0,62229,Generation X,2,1,319.423370134,Rest of the World
Denmark,2007,female,75+ years,33,235854,13.99,319423370134.0,62229,Silent,5,0,319.423370134,Rest of the World
Denmark,2007,female,35-54 years,71,768072,9.24,319423370134.0,62229,Boomers,3,0,319.423370134,Rest of the World
Denmark,2007,female,55-74 years,55,606387,9.07,319423370134.0,62229,Silent,4,0,319.423370134,Rest of the World
Denmark,2007,male,15-24 years,15,320054,4.69,319423370134.0,62229,Millennials,1,1,319.423370134,Rest of the World
Denmark,2007,female,25-34 years,15,345418,4.34,319423370134.0,62229,Generation X,2,0,319.423370134,Rest of the World
Denmark,2007,female,15-24 years,6,305722,1.96,319423370134.0,62229,Millennials,1,0,319.423370134,Rest of the World
Denmark,2007,male,5-14 years,2,351664,0.57,319423370134.0,62229,Generation Z,0,1,319.423370134,Rest of the World
Denmark,2007,female,5-14 years,0,334828,0.0,319423370134.0,62229,Generation Z,0,0,319.423370134,Rest of the World
Denmark,2008,male,75+ years,62,147834,41.94,353361056080.0,68447,Silent,5,1,353.36105608,Rest of the World
Denmark,2008,male,55-74 years,127,595286,21.33,353361056080.0,68447,Silent,4,1,353.36105608,Rest of the World
Denmark,2008,male,35-54 years,150,788890,19.01,353361056080.0,68447,Boomers,3,1,353.36105608,Rest of the World
Denmark,2008,male,25-34 years,48,341329,14.06,353361056080.0,68447,Generation X,2,1,353.36105608,Rest of the World
Denmark,2008,female,75+ years,27,235396,11.47,353361056080.0,68447,Silent,5,0,353.36105608,Rest of the World
Denmark,2008,female,55-74 years,63,616691,10.22,353361056080.0,68447,Silent,4,0,353.36105608,Rest of the World
Denmark,2008,female,35-54 years,76,770688,9.86,353361056080.0,68447,Boomers,3,0,353.36105608,Rest of the World
Denmark,2008,male,15-24 years,30,330409,9.08,353361056080.0,68447,Millennials,1,1,353.36105608,Rest of the World
Denmark,2008,female,25-34 years,9,338992,2.65,353361056080.0,68447,Generation X,2,0,353.36105608,Rest of the World
Denmark,2008,female,15-24 years,8,315514,2.54,353361056080.0,68447,Millennials,1,0,353.36105608,Rest of the World
Denmark,2008,female,5-14 years,2,332388,0.6,353361056080.0,68447,Generation Z,0,0,353.36105608,Rest of the World
Denmark,2008,male,5-14 years,1,349108,0.29,353361056080.0,68447,Generation Z,0,1,353.36105608,Rest of the World
Denmark,2009,male,75+ years,64,150153,42.62,321241396034.0,61863,Silent,5,1,321.241396034,Rest of the World
Denmark,2009,male,55-74 years,165,604423,27.3,321241396034.0,61863,Silent,4,1,321.241396034,Rest of the World
Denmark,2009,male,35-54 years,186,790578,23.53,321241396034.0,61863,Boomers,3,1,321.241396034,Rest of the World
Denmark,2009,female,75+ years,32,235213,13.6,321241396034.0,61863,Silent,5,0,321.241396034,Rest of the World
Denmark,2009,male,25-34 years,36,335963,10.72,321241396034.0,61863,Generation X,2,1,321.241396034,Rest of the World
Denmark,2009,female,55-74 years,52,625986,8.31,321241396034.0,61863,Silent,4,0,321.241396034,Rest of the World
Denmark,2009,male,15-24 years,24,340143,7.06,321241396034.0,61863,Millennials,1,1,321.241396034,Rest of the World
Denmark,2009,female,35-54 years,43,773415,5.56,321241396034.0,61863,Boomers,3,0,321.241396034,Rest of the World
Denmark,2009,female,25-34 years,13,334052,3.89,321241396034.0,61863,Generation X,2,0,321.241396034,Rest of the World
Denmark,2009,female,15-24 years,4,324876,1.23,321241396034.0,61863,Millennials,1,0,321.241396034,Rest of the World
Denmark,2009,male,5-14 years,2,347259,0.58,321241396034.0,61863,Generation Z,0,1,321.241396034,Rest of the World
Denmark,2009,female,5-14 years,1,330729,0.3,321241396034.0,61863,Generation Z,0,0,321.241396034,Rest of the World
Denmark,2010,male,75+ years,61,153231,39.81,321995350347.0,61711,Silent,5,1,321.995350347,Rest of the World
Denmark,2010,male,55-74 years,142,613233,23.16,321995350347.0,61711,Silent,4,1,321.995350347,Rest of the World
Denmark,2010,male,35-54 years,142,791338,17.94,321995350347.0,61711,Generation X,3,1,321.995350347,Rest of the World
Denmark,2010,male,25-34 years,43,329780,13.04,321995350347.0,61711,Generation X,2,1,321.995350347,Rest of the World
Denmark,2010,female,75+ years,22,236409,9.31,321995350347.0,61711,Silent,5,0,321.995350347,Rest of the World
Denmark,2010,female,55-74 years,56,634607,8.82,321995350347.0,61711,Silent,4,0,321.995350347,Rest of the World
Denmark,2010,female,35-54 years,64,776699,8.24,321995350347.0,61711,Generation X,3,0,321.995350347,Rest of the World
Denmark,2010,male,15-24 years,17,349175,4.87,321995350347.0,61711,Millennials,1,1,321.995350347,Rest of the World
Denmark,2010,female,15-24 years,10,333696,3.0,321995350347.0,61711,Millennials,1,0,321.995350347,Rest of the World
Denmark,2010,female,25-34 years,6,327722,1.83,321995350347.0,61711,Generation X,2,0,321.995350347,Rest of the World
Denmark,2010,female,5-14 years,0,327790,0.0,321995350347.0,61711,Generation Z,0,0,321.995350347,Rest of the World
Denmark,2010,male,5-14 years,0,344105,0.0,321995350347.0,61711,Generation Z,0,1,321.995350347,Rest of the World
Denmark,2011,male,75+ years,48,156856,30.6,344003209696.0,65598,Silent,5,1,344.003209696,Rest of the World
Denmark,2011,male,35-54 years,189,791137,23.89,344003209696.0,65598,Generation X,3,1,344.003209696,Rest of the World
Denmark,2011,male,55-74 years,139,621859,22.35,344003209696.0,65598,Boomers,4,1,344.003209696,Rest of the World
Denmark,2011,male,25-34 years,35,326633,10.72,344003209696.0,65598,Millennials,2,1,344.003209696,Rest of the World
Denmark,2011,female,75+ years,22,237867,9.25,344003209696.0,65598,Silent,5,0,344.003209696,Rest of the World
Denmark,2011,female,55-74 years,57,643276,8.86,344003209696.0,65598,Boomers,4,0,344.003209696,Rest of the World
Denmark,2011,male,15-24 years,26,356319,7.3,344003209696.0,65598,Millennials,1,1,344.003209696,Rest of the World
Denmark,2011,female,35-54 years,50,778373,6.42,344003209696.0,65598,Generation X,3,0,344.003209696,Rest of the World
Denmark,2011,female,25-34 years,12,323639,3.71,344003209696.0,65598,Millennials,2,0,344.003209696,Rest of the World
Denmark,2011,female,15-24 years,11,340056,3.23,344003209696.0,65598,Millennials,1,0,344.003209696,Rest of the World
Denmark,2011,female,5-14 years,0,326359,0.0,344003209696.0,65598,Generation Z,0,0,344.003209696,Rest of the World
Denmark,2011,male,5-14 years,0,341776,0.0,344003209696.0,65598,Generation Z,0,1,344.003209696,Rest of the World
Denmark,2012,male,75+ years,67,161259,41.55,327148899962.0,62071,Silent,5,1,327.148899962,Rest of the World
Denmark,2012,male,35-54 years,209,788215,26.52,327148899962.0,62071,Generation X,3,1,327.148899962,Rest of the World
Denmark,2012,male,55-74 years,153,630159,24.28,327148899962.0,62071,Boomers,4,1,327.148899962,Rest of the World
Denmark,2012,female,55-74 years,71,651381,10.9,327148899962.0,62071,Boomers,4,0,327.148899962,Rest of the World
Denmark,2012,male,25-34 years,31,326746,9.49,327148899962.0,62071,Millennials,2,1,327.148899962,Rest of the World
Denmark,2012,male,15-24 years,33,362466,9.1,327148899962.0,62071,Millennials,1,1,327.148899962,Rest of the World
Denmark,2012,female,75+ years,19,240759,7.89,327148899962.0,62071,Silent,5,0,327.148899962,Rest of the World
Denmark,2012,female,35-54 years,58,776419,7.47,327148899962.0,62071,Generation X,3,0,327.148899962,Rest of the World
Denmark,2012,female,25-34 years,11,322504,3.41,327148899962.0,62071,Millennials,2,0,327.148899962,Rest of the World
Denmark,2012,female,15-24 years,8,346154,2.31,327148899962.0,62071,Millennials,1,0,327.148899962,Rest of the World
Denmark,2012,male,5-14 years,1,340022,0.29,327148899962.0,62071,Generation Z,0,1,327.148899962,Rest of the World
Denmark,2012,female,5-14 years,0,324455,0.0,327148899962.0,62071,Generation Z,0,0,327.148899962,Rest of the World
Denmark,2013,male,75+ years,62,166011,37.35,343584385594.0,64831,Silent,5,1,343.584385594,Rest of the World
Denmark,2013,male,55-74 years,157,637775,24.62,343584385594.0,64831,Boomers,4,1,343.584385594,Rest of the World
Denmark,2013,male,35-54 years,174,785198,22.16,343584385594.0,64831,Generation X,3,1,343.584385594,Rest of the World
Denmark,2013,female,75+ years,25,243880,10.25,343584385594.0,64831,Silent,5,0,343.584385594,Rest of the World
Denmark,2013,male,25-34 years,33,328192,10.06,343584385594.0,64831,Millennials,2,1,343.584385594,Rest of the World
Denmark,2013,female,55-74 years,52,658936,7.89,343584385594.0,64831,Boomers,4,0,343.584385594,Rest of the World
Denmark,2013,female,35-54 years,54,775088,6.97,343584385594.0,64831,Generation X,3,0,343.584385594,Rest of the World
Denmark,2013,male,15-24 years,23,367000,6.27,343584385594.0,64831,Millennials,1,1,343.584385594,Rest of the World
Denmark,2013,female,25-34 years,16,322819,4.96,343584385594.0,64831,Millennials,2,0,343.584385594,Rest of the World
Denmark,2013,female,15-24 years,12,350607,3.42,343584385594.0,64831,Millennials,1,0,343.584385594,Rest of the World
Denmark,2013,female,5-14 years,1,324362,0.31,343584385594.0,64831,Generation Z,0,0,343.584385594,Rest of the World
Denmark,2013,male,5-14 years,1,339830,0.29,343584385594.0,64831,Generation Z,0,1,343.584385594,Rest of the World
Denmark,2014,male,75+ years,61,172150,35.43,352993633221.0,66114,Silent,5,1,352.993633221,Rest of the World
Denmark,2014,male,55-74 years,155,645001,24.03,352993633221.0,66114,Boomers,4,1,352.993633221,Rest of the World
Denmark,2014,male,35-54 years,178,784300,22.7,352993633221.0,66114,Generation X,3,1,352.993633221,Rest of the World
Denmark,2014,female,75+ years,36,248889,14.46,352993633221.0,66114,Silent,5,0,352.993633221,Rest of the World
Denmark,2014,male,25-34 years,43,333712,12.89,352993633221.0,66114,Millennials,2,1,352.993633221,Rest of the World
Denmark,2014,male,15-24 years,31,370570,8.37,352993633221.0,66114,Millennials,1,1,352.993633221,Rest of the World
Denmark,2014,female,35-54 years,59,774379,7.62,352993633221.0,66114,Generation X,3,0,352.993633221,Rest of the World
Denmark,2014,female,55-74 years,50,666386,7.5,352993633221.0,66114,Boomers,4,0,352.993633221,Rest of the World
Denmark,2014,female,25-34 years,7,325866,2.15,352993633221.0,66114,Millennials,2,0,352.993633221,Rest of the World
Denmark,2014,female,15-24 years,7,354099,1.98,352993633221.0,66114,Millennials,1,0,352.993633221,Rest of the World
Denmark,2014,female,5-14 years,1,323749,0.31,352993633221.0,66114,Generation Z,0,0,352.993633221,Rest of the World
Denmark,2014,male,5-14 years,1,340065,0.29,352993633221.0,66114,Generation Z,0,1,352.993633221,Rest of the World
Denmark,2015,male,75+ years,57,178633,31.91,301298464861.0,55972,Silent,5,1,301.298464861,Rest of the World
Denmark,2015,male,35-54 years,159,783366,20.3,301298464861.0,55972,Generation X,3,1,301.298464861,Rest of the World
Denmark,2015,male,55-74 years,126,651856,19.33,301298464861.0,55972,Boomers,4,1,301.298464861,Rest of the World
Denmark,2015,female,75+ years,32,253300,12.63,301298464861.0,55972,Silent,5,0,301.298464861,Rest of the World
Denmark,2015,female,55-74 years,67,673655,9.95,301298464861.0,55972,Boomers,4,0,301.298464861,Rest of the World
Denmark,2015,male,25-34 years,30,342769,8.75,301298464861.0,55972,Millennials,2,1,301.298464861,Rest of the World
Denmark,2015,female,35-54 years,51,772844,6.6,301298464861.0,55972,Generation X,3,0,301.298464861,Rest of the World
Denmark,2015,male,15-24 years,18,374051,4.81,301298464861.0,55972,Millennials,1,1,301.298464861,Rest of the World
Denmark,2015,female,25-34 years,15,331400,4.53,301298464861.0,55972,Millennials,2,0,301.298464861,Rest of the World
